company,url,description,industry,country,total_funding_m,all_people,all_investors,your_collections,team_tag,expert_collections,esp,company_status,company_id,organization_id,founded_year,competitors,subsidiaries,parent_company,continent,state,city,street,zip_code,latest_funding_round,latest_funding_date,latest_funding_amount_m,latest_funding_simplified_round,latest_funding_investors,market_cap_m,stock_price_dollars,latest_revenue_min_m,latest_revenue_max_m,revenue_time_period,stock_price_1_week_percent_change,latest_revenue_multiple_min,latest_revenue_multiple_max,sector,sub_industry,latest_exit_round,date_of_exit,acquirer,vc_backed
OST,ost.com,"OST Platform enables businesses to easily integrate Brand Tokens into their apps to reward behaviors and increase engagement. OST Platform is A full-featured ""no-code"" blockchain platform - a set of unified dashboards, APIs, SDKs, and protocols that any business can use to easily test and deploy their own brand currency without requiring any in-house blockchain development.",Internet Software & Services,Hong Kong,6.50,"Francesco Pacella (Founder), Jason Goldberg (CEO), Sunil Khedar (CTO)",Vectr,,,Blockchain,,Alive / Active,388048,460462,2016,,Stratum Technology,,Asia,,Central,"13/F Gloucester Tower, The Landmark 15 Queen's Road",,Seed,2019-05-14,6.50,Seed,Undisclosed Investors,,,,,,,,,Internet,"Advertising, Sales & Marketing",,,,No
All in Bits,allinbits.com,"All in Bits provides blockchain technology that offers byzantine fault-tolerant, secure P2P, state machine replication, lighting fast, cloud provider, and open source.",Internet Software & Services,United States,10.48,"Jae Kwon (CEO), Peng Zhong (President), Chris Abejon (COO)",Paycheck Protection Program,,,"Blockchain, Fintech",,Alive / Active,378972,448226,,,,,North America,California,Berkeley,2014 Shattuck Avenue,94704,Loan,2020-05-03,0.68,Loan,Paycheck Protection Program,,,,,,,,,Internet,Asset & Financial Management & Trading,,,,No
BitDAO,bitdao.io,"BitDAO aims to use its financial and talent resources to foster and invest in innovation, collaboration, and growth across DeFi.",Internet Software & Services,Panama,230.00,Mohammed Rauf (CEO),"Alan Howard, Cambium Grove Capital, Dragonfly Capital, Fenbushi Digital, Founders Fund, Jump Capital, Kain Warwick, Pantera Capital, Peter Thiel, Spartan Group, Wemade Tree",,,"Blockchain, Fintech",,Alive / Active,644454,751697,,,,,North America,,Panama City,,,Unattributed VC,2021-06-16,230.00,Venture Capital,"Alan Howard, Cambium Grove Capital, Dragonfly Capital, Fenbushi Digital, Founders Fund, Jump Capital, Kain Warwick, Pantera Capital, Peter Thiel, Spartan Group, Wemade Tree",,,,,,,,,Internet,Asset & Financial Management & Trading,,,,Yes
Halo Network,halo.land,"The Halo Network is a blockchain network platform. The company integrates DeFi application with a decentralized, energy-efficient, and low-cost transaction structure and traditional financial instruments.",Internet Software & Services,Singapore,10.00,,Ace Peak Capital Group,,,"Blockchain, Fintech",,Alive / Active,632766,738726,2021,,,,Asia,,Singapore,,,Private Equity,2021-05-17,10.00,Private Equity,Ace Peak Capital Group,,,,,,,,,Internet,Asset & Financial Management & Trading,,,,No
QbitPay,qbitnetwork.com,QbitPay is a technology company that uses blockchain technology to provide enterprises with one-stop cross-border payment services.,Internet Software & Services,China,10.00,,"Parallel Ventures, Shata Capital, ZhenFund",,,"Blockchain, Payments, Fintech",,Alive / Active,598425,699035,,,,,Asia,Zhejiang ,Hangzhou,,,Series A,2021-07-18,10.00,Series A,ZhenFund,,,,,,,,,Internet,Payments,,,,Yes
RockX,rockx.com,"RockX is a digital asset services platform that offers mining, staking, and blockchain services. RockX was founded in 2019 and is based in Singapore.",IT Services,Singapore,6.00,Zhuling Chen (CEO),"Alpha CW, Amber Group, Draper Dragon, FBG Capital, IMO Ventures, Matrixport, Megastake, Primitive Ventures",,,Blockchain,,Alive / Active,661011,770043,,,,,Asia,,Singapore,,,Series A,2022-04-05,6.00,Series A,"Alpha CW, Amber Group, Draper Dragon, FBG Capital, IMO Ventures, Matrixport, Megastake, Primitive Ventures",,,,,,,,,Computer Hardware & Services,IT Solutions & Software Development,,,,Yes
Octopus Network,oct.network,Octopus Network offers a multichain interoperable crypto network built on the NEAR blockchain.,Internet Software & Services,United States,5.00,Louis Liu (CEO),"Aussie Capital, Autonomy Capital, BHex, Bigcoin Capital, Chainridge, Continue Capital, Debioinvestment, Digital Currency Group, Discovol, Elevate, Finance Ventures, GTA Capital, Gains Associates, Gate.io, Global Fintech Solutions, Jigsaw, Jubi Labs, K300 Ventures, LCG Capital, Mayor Capital, Megala Ventures, Meridian Capital, Move Capital, Myriad Social, NetZero, NetZero Capital, OIG Ventures, VIC Partners, Vestigium, Westorm, Youbi Capital",,,Blockchain,,Alive / Active,676282,787394,2017,"Cosmos, Polkadot Network",,,North America,Wyoming,Cheyenne,,,Series A,2021-09-09,5.00,Series A,"Aussie Capital, Autonomy Capital, BHex, Bigcoin Capital, Chainridge, Continue Capital, Debioinvestment, Digital Currency Group, Discovol, Elevate, Finance Ventures, GTA Capital, Gains Associates, Gate.io, Global Fintech Solutions, Jigsaw, Jubi Labs, K300 Ventures, LCG Capital, Mayor Capital, Megala Ventures, Meridian Capital, Move Capital, Myriad Social, NetZero, NetZero Capital, OIG Ventures, VIC Partners, Vestigium, Westorm, Youbi Capital",,,,,,,,,Internet,Accounting & Finance,,,,Yes
Suanni Insurance Plan,,Suanni Insurance Plan (狻猊医保) is a medical insurance platform that combines blockchain and retail. Consumers get a certain amount of Suanni coins (狻猊) based on their consumption amount.,Internet Software & Services,China,14.53,,,,,"Blockchain, Fintech, Insurtech",,Alive / Active,337834,400840,,,,,Asia,,,,,Series A,2018-08-14,14.53,Series A,Undisclosed Investors,,,,,,,,,Internet,Accounting & Finance,,,,No
PureStake,purestake.com,PureStake provides protocol implementation services and creates developer tools for next-generation blockchain networks. PureStake’s team has  experience building technology companies and complex software platforms.,Internet Software & Services,United States,7.40,"Derek Yoo (CEO), Stefan Mehlhorn (COO)","A195 Capital, Arrington XRP Capital, Bitcoin.com, D1 Ventures, Divergence Ventures, Du Capital, HashKey Capital, Hypersphere Ventures, KR1, Mechanism Capital, Signum Capital, Binance Labs, CoinFund, Coinbase Ventures, Fenbushi Capital, IOSG, ParaFi Capital, Web3 Foundation",,,Blockchain,,Alive / Active,622346,726266,2019,,,,North America,Massachusetts,Boston,,,Series A,2021-03-30,6.00,Series A,"A195 Capital, Arrington XRP Capital, Binance Labs, CoinFund, Coinbase Ventures, D1 Ventures, Divergence Ventures, Fenbushi Capital, HashKey Capital, Hypersphere Ventures, IOSG, KR1, Mechanism Capital, ParaFi Capital, Signum Capital",,,,,,,,,Internet,Web Development,,,,Yes
Particle Health,particlehealth.com,"Particle Health offers a blockchain program that incentivizes health organizations to start sharing data in a decentralized, segmented, and highly granular way. It was founded in 2018 and is based in New York, New York.",Internet Software & Services,United States,39.34,"Troy Bannister (CEO), Steven Swank (Chief Revenue Officer)","Texas Medical Center Venture Fund, Grand Central Tech Startup-in-Residence, The Fund, Collab+Currency, Company Ventures, Menlo Ventures, Story Ventures, Canvas Ventures, PruVen Capital",,,"Digital Health, Blockchain, Conference Exhibitors, Cybersecurity, Health IT ",,Alive / Active,347156,405872,2018,"1upHealth, Audacious Inquiry, Availity, Bridge Connector, Ciox Health, Datica, Diameter Health, Health Compiler, Health Gorilla, Innovaccer, OneRecord, Redox",,,North America,New York,New York,36 W 20th Street Floor 9,10011,Series B,2022-07-12,25.00,Series B,"Canvas Ventures, Menlo Ventures, PruVen Capital, Story Ventures",,,,,,,,,Internet,Data & Document Management,,,,Yes
Slide,slide.so,"Slide makes dApps usable by anyone, with no crypto knowledge necessary. Its users can purchase crypto and NFTs with care, custody, and manage assets without dealing with extensions or private keys, and transact with any asset across any blockchain with no blockchain-specific gas fees. The company serves clients primarily in the United States. It was founded in 2022 and is based in New York, New York.",Internet Software & Services,United States,12.30,"Teymour Farman-Farmaian (CEO), Samuel Hatem (CTO)","Akash Garg, Ani Pai, Balaji Srinivasan, Circle Ventures, Coinbase Ventures, Framework Ventures, Imran Khan, Justin Blau, Outlander VC, Polychain Capital, Qiao Wang, Raouf Ben Har, Shayne Coplan",,,"Blockchain, Wealth Tech",,Alive / Active,809903,939963,2022,,,,North America,New York,New York,,,Seed VC,2022-09-09,12.30,Seed VC,"Akash Garg, Ani Pai, Balaji Srinivasan, Circle Ventures, Coinbase Ventures, Framework Ventures, Imran Khan, Justin Blau, Outlander VC, Polychain Capital, Qiao Wang, Raouf Ben Har, Shayne Coplan",,,,,,,,,Internet,Asset & Financial Management & Trading,,,,Yes
TrustLayer,trustlayer.io,"TrustLayer helps companies collect, verify, and manage certificates of insurance to increase compliance and decrease risk. The TrustLayer platform makes certificate management workflows more efficient and secure by using blockchain technology to track documents between companies.",Internet Software & Services,United States,21.90,"John Fohr (CEO), Vincenzo Acinapura (CTO), Jason Reichl (Chief Revenue Officer)","BrokerTech Ventures, InsurTech NY, Abstract Ventures, BoxGroup, Graham Company, Heffernan Insurance Brokers, Holmes Murphy, M3, NFP Ventures, Precursor Ventures, Propel Venture Partners, Craft Ventures, PruVen Capital, Sure Ventures",,,"Regtech, Blockchain, Fintech, Insurtech",,Alive / Active,391306,464583,2018,"billy, Certificial, Evident, Gigaforce",,,North America,California,San Francisco,545 Mission St.,94105,Series A,2021-08-18,15.10,Series A,"Abstract Ventures, BoxGroup, Craft Ventures, NFP Ventures, Propel Venture Partners, PruVen Capital, Sure Ventures",,,0.000001,1.000000,FY 2018,,,,Internet,Compliance,,,,Yes
Decentology,decentology.com,Decentology is a blockchain development company that helps to develop applications.,Mobile Software & Services,United States,4.30,"Nik Kalyani (Founder), Chase Chapman (CEO)","Animal Ventures, Berezka DAO, Borderless Capital, Dapper Labs, Good News Ventures, KOSMOS CAPITAL, Synaps",,,Blockchain,,Alive / Active,580201,678435,,,,,North America,California,Mountain View,,,Seed VC,2021-10-19,4.30,Seed VC,"Animal Ventures, Berezka DAO, Borderless Capital, Dapper Labs, Good News Ventures, KOSMOS CAPITAL, Synaps",,,,,,,,,Mobile & Telecommunications,Application Development,,,,Yes
Rhodium,rhdm.com,Rhodium is a digital asset technology company utilizing proprietary tech to self-mine Bitcoin.,Internet Software & Services,United States,86.93,"Chase Blackmon (Founder), Nathan Nichols (CEO), Nicholas Cerasuolo (CFO), Cameron Blackmon (CTO), Caleb VanZoeren (SVP)",,,,Blockchain,,Alive / Active,685696,799350,2021,,,,North America,Texas,,,,Unattributed,2021-10-22,86.93,Undisclosed,Undisclosed Investors,,,,,,,,,Internet,Asset & Financial Management & Trading,,,,No
Biteyuan,dafacaipw.com,Biteyuan provides blockchain information that focuses on value investment.,Internet Software & Services,China,4.26,,Lianzheng Capital,,,Blockchain,,Alive / Active,402995,480312,2019,,,,Asia,Guangdong,Shenzhen,"Room 303, Nitian Building Luohu District",,Seed,2019-08-16,4.26,Seed,Lianzheng Capital,,,,,,,,,Internet,News & Discussion,,,,No
Injective,injective.com,"Injective is an open, interoperable smart contracts & layer-one blockchain network optimized for decentralized finance applications. By providing the unrestricted ability to express diverse views in the decentralized financial markets, the company is striving to empower individuals with the ability to more efficiently allocate capital in society. The company was founded in 2018 and is based in New York, New York.",Internet Software & Services,United States,53.10,"Eric Chen (CEO), Albert Chon (CTO), Christopher Choi (SVP)","Binance Labs, AU21, Axia8 Ventures, BoxOne Ventures, Hashed, Pantera Capital, QCP Soteria, BlockTower Capital, CMS, Cadenza Ventures, Mark Cuban, QCP Capital, BH Digital, Jump Crypto",,,"Unicorns- Billion Dollar Startups, Blockchain, Fintech",,Alive / Active,364539,428995,2018,"Binance, Coinbase, CoinZoom, Uniswap",,,North America,New York,New York,,10006,Series A,2022-08-10,40.00,Series A,"BH Digital, Jump Crypto",,,,,,,,,Internet,Asset & Financial Management & Trading,,,,Yes
Transfero Swiss,transferoswiss.ch,"Transfero Swiss is an international group based in Switzerland focused on digital assets business, especially Blockchain technology.",Internet Software & Services,Switzerland,7.17,"Thiago Cesar (CEO), Carlos Eduardo Franco Russo (CFO), Claudio Just (COO), Fabio Freitas (CTO), Márlyson Silva (CIO), Guilherme Murtinho (Chief Marketing Officer)",Alameda Ventures,,,"Blockchain, Fintech",,Alive / Active,578673,676850,2017,,,,Europe,,Zug,"Gotthardstrasse, 26",6300,Seed VC,2020-10-22,7.17,Seed VC,Alameda Ventures,,,,,,,,,Internet,Asset & Financial Management & Trading,,,,Yes
Saga,saga.xyz,"Saga is a protocol for the automated deployment of application-specific blockchains in gaming, entertainment, and DeFi. Through its platform, it aims to empower developers to build the next 1000 chains in the multiverse. The company was founded in 2022 and is based in San Francisco, California.",Internet Software & Services,United States,8.50,Rebecca Liao (CEO),"C2X, Chorus One, Crit Ventures, GSR.io, Hypersphere Ventures, LongHash Ventures, Maven 11 Capital, Merit Circle, Polygon Studios, Strangelove Ventures, Ignite",,,Blockchain,,Alive / Active,755223,879745,2022,,,,North America,California,San Francisco,,,Seed VC,2022-05-20,6.50,Seed VC,"C2X, Chorus One, Crit Ventures, GSR.io, Hypersphere Ventures, LongHash Ventures, Maven 11 Capital, Merit Circle, Polygon Studios, Strangelove Ventures",,,,,,,,,Internet,Application & Data Integration,,,,Yes
RTShield,rtshield.com,"RTShield is a technology company that provides information security products, services, and solutions, such as risk evaluation, threat reaction, APT defense, IoT security, blockchain security, and privacy protection. The company has a product, DeepAware, that uses APT to sense threats. The company was founded in 2018 and is based in Shanghai, China.",Internet Software & Services,China,14.74,Dongmei He (CEO),"Woofoo Capital, GPC Partners, Jie Chuang Capital, NanHong Capital, Shenzhen Angel Capital Guiding Fund",,,"Blockchain, Cybersecurity",,Alive / Active,417485,505345,2018,,,,Asia,Shanghai,Shanghai,"Room 302, Block A, SOHO Zhongshan Plaza 1055 Zhongshan West Rd, Changning District",,Series A - II,2022-06-30,14.74,Series A,"GPC Partners, Jie Chuang Capital, NanHong Capital, Shenzhen Angel Capital Guiding Fund",,,,,,,,,Internet,Monitoring & Security,,,,Yes
Bitmark,bitmark.com,"Bitmark is a blockchain startup defining property for the digital environment by enabling the issuance of property titles for digital assets. As the facilitating network for ownership and stewardship of personal digital ecologies, Bitmark embraces creators and digital environmentalists vying for a healthy internet and the Internet of Things. The company was founded in 2014 and is based in Taipei, Taiwan.",Science & Engineering,Taiwan,10.30,Sean Moss-Pultz (Founder),"Cherubic Ventures, Digital Currency Group, WI Harper Group, International Blockchain Hackathon, Berkeley Blockchain Xcelerator, Alibaba Group, HTC, Alibaba Entrepreneurs Fund",,,Blockchain,,Alive / Active,269053,59795,2014,,,,Asia,,Taipei,"1F No.489-1, Chongyang Rd Nangang Dist",115,Series A - II,2022-07-06,5.60,Series A,Undisclosed Investors,,,,,,,,,Software (non-internet/mobile),,,,,Yes
Naoris,naoris.com,"Naoris develops a blockchain-based platform designed to provide an alternative approach to traditional cybersecurity. The company's technology is a cybersecurity enforcement protocol employing a hyperstructure ethos that is unstoppable, permissionless and credibly neutral, enabling clients to make their every device a cyber-trusted validator node, thereby making networks safer as they grow, not weaker. Naoris was founded in 2017 and is based in London, England.",Security Products,United Kingdom,11.50,"David Carvalho (Founder), Monica Oravcova (COO)","Holt Fintech Accelerator, Draper Associates, Holt Xchange",,,Blockchain,,Alive / Active,489673,577898,2017,,,,Europe,England,London,85 Great Portland Street First Floor,w!w 7LT,Seed VC,2022-07-27,11.50,Seed VC,"Draper Associates, Holt Xchange",,,,,,,,,Risk & Security,Security Systems,,,,Yes
